ISBN13,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9780007461240,The Screwtape Letters: Letters From A Senior To A Junior Devil,['C. S. Lewis'],Paperback,19.99,18.25,7461240,01-07-2012,HarperCollins Publishers,224
9780307762528,Blood Meridian,['Cormac McCarthy'],ePUB,10.3,9.01,307762521,11-08-2010,Knopf Doubleday Publishing Group,
9780743422277,Star Trek,['Diane Duane'],ePUB,5.99,5.99,743422279,03-12-2001,Pocket Books/Star Trek,256
9780241290002,Familiar Stranger,['Stuart Hall'],ePUB,15.99,15.99,241290007,06-04-2017,Penguin Books Ltd,256
9780061763403,failed to fetch page,,,,,,,,
9780463983096,Across the Seas,['Griff Hosker'],ePUB,9.19,9.19,463983092,04-03-2019,Griff Hosker,
9780241365984,American Royals,['Katharine McGee'],ePUB,9.99,9.99,241365988,01-09-2019,Penguin Random House Children's UK,368
9781322117171,Battle of Okinawa,['George Feifer'],E-Book,0,0,1322117179,01-01-2001,Lyons Press,531
9780141911717,Homage to Catalonia,['George Orwell'],ePUB,15.99,15.99,141911719,05-06-2003,Penguin Books Ltd,272
9780141930169,The Twits,"['Roald Dahl', 'Quentin Blake']",ePUB,9.99,9.99,141930160,06-09-2007,Penguin Random House Children's UK,112
9781250316783,"Red, White & Royal Blue",['Casey McQuiston'],ePUB,17.81,14.29,1250316782,14-05-2019,St. Martin's Publishing Group,
9780748115358,The Great Hunt,['Robert Jordan'],ePUB,11.99,11.99,748115358,17-11-2009,"Little, Brown Book Group",736
9780141342436,Magnus Chase and the Sword of Summer (Book 1),['Rick Riordan'],ePUB,9.99,9.99,141342439,06-10-2015,Penguin Random House Children's UK,528
9780141903125,Boy,"['Roald Dahl', 'Quentin Blake']",ePUB,9.99,9.99,141903120,04-09-2008,Penguin Random House Children's UK,192
9780141928685,Angels,['Marian Keyes'],ePUB,15.99,15.99,141928689,31-03-2005,Penguin Books Ltd,496
9780755386390,The Lost (Paula Maguire 1),['Claire McGowan'],ePUB,11.99,11.99,755386396,11-04-2013,Headline,305
9780230739673,failed to fetch page,,,,,,,,
9781310517228,Anxiety,['Joshua Fletcher'],ePUB,9.38,9.38,1310517223,22-03-2016,Joshua Fletcher,
9780698137653,George Washington's Secret Six,"['Brian Kilmeade', 'Don Yaeger']",ePUB,22.29,17.99,698137655,05-11-2013,Penguin Publishing Group,288
9780956308641,Driving Over Lemons,['Chris Stewart'],ePUB,7.69,6.92,956308643,08-08-2011,Sort Of Books,304
9781405921107,Jamie's Food Tube,['Gennaro Contaldo'],ePUB,14.99,14.99,1405921102,02-07-2015,Penguin Books Ltd,128
9780575087057,The Name of the Wind,['Patrick Rothfuss'],ePUB,12.99,12.99,575087056,22-04-2010,Orion,672
9780440336358,Darkfever,['Karen Marie Moning'],ePUB,14.66,11.99,044033635X,31-10-2006,Random House Publishing Group,
9780755332557,Kiss,['Jill Mansell'],Paperback,26.99,26.4,755332555,10-05-2007,Headline,512
9780470901038,Business Model Generation,['Alexander Osterwalder'],PDF,45.09,45.09,470901039,23-07-2010,Wiley Professional Development (P&T),288
9780698185890,The Wrath and the Dawn,['Renée| Ahdieh'],ePUB,25.5,25.5,698185897,12-05-2015,,416
9780857202994,The Night Stalker,['Chris Carter'],ePUB,12.99,12.99,857202995,18-08-2011,Simon & Schuster UK,464
9780446539654,The Jury Master,['Robert Dugoni'],ePUB,17.99,17.99,446539651,15-07-2008,Grand Central Publishing,300
9781310869686,"The Dragon's Mountain, Book One",['Mark Mulle'],ePUB,0,0,1310869685,19-05-2015,Mark Mulle,
9780241242643,The Book of Why,"['Judea Pearl', 'Dana Mackenzie']",ePUB,16.99,16.99,241242649,15-05-2018,Penguin Books Ltd,400
9780748109265,Blow Fly,['Patricia Cornwell'],ePUB,11.99,11.99,748109269,04-09-2008,"Little, Brown Book Group",544
9780241980750,The Sapphire Widow,['Dinah Jefferies'],ePUB,15.99,15.99,241980755,05-04-2018,Penguin Books Ltd,400
9780330469364,Aftermath,['Peter Robinson'],ePUB,12.35,8.95,330469363,04-09-2008,,0
9780241379011,Couples That Work,['Jennifer Petriglieri'],ePUB,18.99,18.99,241379016,10-10-2019,Penguin Books Ltd,304
9780575088436,Time of Contempt,"['Andrzej Sapkowski', 'David French']",ePUB,12.99,12.99,575088435,24-06-2013,Orion,320
9781405927697,Typhoon Fury,"['Clive Cussler', 'Boyd Morrison']",ePUB,15.99,15.99,1405927690,16-11-2017,Penguin Books Ltd,480
9780755350841,The Eagle's Conquest (Eagles of the Empire 2),['Simon Scarrow'],ePUB,12.99,12.99,755350847,04-09-2008,Headline,448
9781101117996,The Divine Comedy,"['Dante Alighieri', 'John Ciardi']",ePUB,25.7,20.99,1101117990,27-05-2003,Penguin Publishing Group,928
9781101209356,A Maiden's Grave,['Jeffery Deaver'],ePUB,14.66,11.99,1101209356,01-01-2000,Penguin Publishing Group,
9780755373970,No One Left To Tell (The Baltimore Series Book 2),['Karen Rose'],ePUB,11.99,11.99,755373979,05-01-2012,Headline,451
9780755380558,The Snow Child,['Eowyn Ivey'],ePUB,12.99,12.99,075538055X,01-02-2012,Headline,318
9780439023481,The Hunger Games (USA Edition),['Suzanne Collins'],Hardcover,40.95,40.95,439023483,01-10-2008,Scholastic US,384
9781250232984,Made Things,['Adrian Tchaikovsky'],ePUB,6.22,5.99,1250232988,05-11-2019,Tor Publishing Group,
9780141926902,Percy Jackson and the Sea of Monsters (Book 2),['Rick Riordan'],ePUB,12.99,12.99,141926902,01-05-2008,Penguin Random House Children's UK,288
9780571333141,Conversations with Friends,['Sally Rooney'],ePUB,16.49,14.99,571333141,25-05-2017,Faber & Faber,272
9781407035536,Strata,['Terry Pratchett'],ePUB,14.99,14.99,1407035533,24-11-2009,Transworld,288
9780141966151,Misbehaving,['Richard H. Thaler'],ePUB,16.99,16.99,141966157,07-05-2015,Penguin Books Ltd,256
9780230225916,failed to fetch page,,,,,,,,
9780804141116,Surrender Experiment,['Michael A Singer'],E-Book,0,0,804141118,01-01-2015,Potter/Tenspeed/Harmony,
9780141929385,My East End,"[""Gilda O'Neill""]",ePUB,15.99,15.99,141929383,28-09-2000,Penguin Books Ltd,384
9781471144011,Dork Diaries,['Rachel Renee Russell'],Paperback,16.99,16.25,1471144011,02-06-2015,Simon & Schuster UK,304
9780141964089,The Promise,['Lesley Pearse'],ePUB,15.99,15.99,141964081,19-01-2012,Penguin Books Ltd,528
9780141929576,Artemis Fowl and The Arctic Incident,['Eoin Colfer'],ePUB,9.99,9.99,014192957X,06-06-2002,Penguin Random House Children's UK,336
9780141957869,23 Things They Don't Tell You About Capitalism,['Ha-Joon Chang'],ePUB,15.99,15.99,141957867,02-09-2010,Penguin Books Ltd,304
9780141929743,Excalibur,['Bernard Cornwell'],ePUB,15.99,15.99,014192974X,01-11-2007,Penguin Books Ltd,496
9780544836730,Myers+Chang at Home,"['Joanne Chang', 'Karen Akunowicz']",ePUB,46.19,36.99,544836731,19-03-2024,HarperCollins,320
9781328527905,Click,['Kayla Miller'],ePUB,18.69,14.95,1328527905,08-01-2019,HMH Books,
9780307965493,Mastering Color Knitting,['Melissa Leapman'],ePUB,15.42,12.99,030796549X,13-07-2011,Clarkson Potter/Ten Speed,
9780547928517,Son,['Lois Lowry'],ePUB,20.89,15.95,547928513,02-10-2012,,400
9780646987286,How I Became The Fittest Woman On Earth,['Tia-Clair Toomey'],ePUB,17.59,16.99,646987283,22-01-2018,BL SOUTHWICK PUBLISHING PTY LTD,202
9781101042182,Dubliners,"['James Joyce', ""Edna O'Brien"", 'Malachy McCourt']",ePUB,8.55,7.99,1101042184,06-02-2007,Penguin Publishing Group,272
9780761174981,Stitch 'N Bitch Crochet,['Debbie Stoller'],ePUB,23.99,23.99,761174982,13-02-2006,Workman Publishing Company,250
9781365501210,Walk Into Silence,['Susan McBride'],ePUB,5.75,5.75,1365501213,01-11-2016,,0
9780748115396,Lord of Chaos,['Robert Jordan'],ePUB,12.99,12.99,748115390,16-03-2010,"Little, Brown Book Group",1056
9780857208347,A Wartime Christmas,['Carol Rivers'],ePUB,8.99,8.99,857208349,01-08-2013,Simon & Schuster UK,464
9780755376605,Blood Ties,['Samantha Hayes'],ePUB,12.99,12.99,755376609,04-03-2010,Headline,307
9780785170655,Infinity Gauntlet,"['Jim Starlin', 'George Perez', 'Ron Lim']",ePUB,16.12,12.99,785170650,28-05-2014,Marvel Entertainment,
9781405926959,No Way Back,['M. J. Arlidge'],ePUB,2.99,2.99,1405926953,08-08-2016,Penguin Books Ltd,40
9780241397817,Feel Better In 5,['Dr Rangan Chatterjee'],ePUB,19.99,19.99,241397812,26-12-2019,Penguin Books Ltd,272
9781405919470,Nine Perfect Strangers,['Liane Moriarty'],ePUB,14.99,14.99,1405919477,04-10-2018,Penguin Books Ltd,
9780316338363,The Fishermen,['Chigozie Obioma'],E-Book,0,0,316338362,14-04-2015,Little Brown and Company,352
9780991190928,Escaping Destiny,['Amelia Hutchins'],ePUB,6.99,6.99,991190920,30-07-2015,Amelia Hutchins,
9780141967561,The Mark of Athena (Heroes of Olympus Book 3),['Rick Riordan'],ePUB,12.99,12.99,141967560,02-10-2012,Penguin Random House Children's UK,592
9780470893869,The Five Dysfunctions of a Team,['Patrick M. Lencioni'],ePUB,32.99,32.99,470893869,03-06-2010,Wiley Professional Development (P&T),240
9780698407091,Christmas Bells,['Jennifer Chiaverini'],ePUB,18.85,15.99,698407091,27-10-2015,Penguin Publishing Group,
9780857206473,The 7 Habits Of Highly Effective Teenagers,['Sean Covey'],ePUB,16.99,16.99,857206478,31-03-2011,Simon & Schuster UK,288
9780141919959,Nineteen Eighty-Four,"['George Orwell', 'Thomas Pynchon']",ePUB,10.99,10.99,141919957,29-01-2004,Penguin Books Ltd,400
9781310839696,The King's Men,['Nora Sakavic'],ePUB,1.43,1.43,1310839697,19-05-2015,Nora Sakavic,
9780061949098,failed to fetch page,,,,,,,,
9780307978882,I'm a T. Rex!,"['Dennis R. Shealy', 'Brian Biggs']",ePUB,8.79,7.99,307978885,25-04-2012,Random House Children's Books,
9780230770072,failed to fetch page,,,,,,,,
9780486114750,Dracula,['Bram Stoker'],ePUB,1.45,1.45,486114759,06-02-2012,Dover Publications,336
9781405935166,Lucy Sullivan is Getting Married,['Marian Keyes'],ePUB,15.99,15.99,1405935162,13-07-2017,Penguin Books Ltd,672
9780141941448,The Beach,['Alex Garland'],ePUB,15.99,15.99,141941448,05-07-2007,Penguin Books Ltd,448
9780575087309,The Green Mile,['Stephen King'],ePUB,13.99,13.99,575087307,25-11-2010,Orion,448
9780553904567,Persuasion,['Jane Austen'],ePUB,3.99,3.99,553904566,29-01-2008,Random House Publishing Group,
9780857389572,The Crowded Grave,['Martin Walker'],ePUB,11.99,11.99,857389572,29-10-2011,Quercus,320
9781405914895,Eeny Meeny,['M. J. Arlidge'],ePUB,15.99,15.99,1405914890,08-05-2014,Penguin Books Ltd,464
9780141922324,Tao Te Ching,"['Lao Tzu', 'D. C. Lau']",ePUB,10.99,10.99,014192232X,01-01-2000,Penguin Books Ltd,192
9780393069211,Bonk,['Mary Roach'],ePUB,17.5,15.95,393069214,06-04-2009,,336
9780544859562,The Cake Bible,['Rose Levy Beranbaum'],ePUB,42.99,42.99,544859561,06-09-2016,HarperCollins,560
9780307538376,Midnight in the Garden of Good and Evil,['John Berendt'],ePUB,25.7,20.99,307538370,12-05-2010,Knopf Doubleday Publishing Group,
9780755399604,A Liverpool Legacy,['Anne Baker'],Paperback,27.75,27.75,755399609,05-06-2014,Headline,384
9781407059198,The Rainmaker,['John Grisham'],ePUB,15.99,15.99,140705919X,21-04-2010,Random House,720
9780571247035,The Murder Room,['P. D. James'],ePUB,14.29,12.99,571247032,04-09-2008,Faber & Faber,320
9781302013769,Thor,"['Jason Aaron', 'Esad Ribic']",ePUB,13.19,10.99,1302013769,02-04-2014,Marvel Entertainment,
9781409106968,Fatal Cut,['June Hampson'],ePUB,11.99,11.99,1409106969,16-04-2009,Orion,320
9780141938332,The Queen and I,['Sue Townsend'],ePUB,15.99,15.99,141938331,28-11-2002,Penguin Books Ltd,288
9780230760387,failed to fetch page,,,,,,,,
9780141357041,All the Bright Places,['Jennifer Niven'],ePUB,12.99,12.99,141357045,08-01-2015,Penguin Random House Children's UK,300
9781101533475,The Prize,['Julie Garwood'],ePUB,17.14,13.99,1101533471,05-07-2011,Penguin Publishing Group,1
9780857384416,Born Fearless,['Phil Campion'],ePUB,12.99,12.99,857384414,25-09-2011,Quercus,352
9780141908731,Alone in Berlin,"['Hans Fallada', 'Michael Hofmann']",ePUB,15.99,15.99,141908734,28-01-2010,Penguin Books Ltd,608
9780316310338,The Wicked King,['Holly Black'],ePUB,18.99,18.99,316310336,08-01-2019,"Little, Brown Books for Young Readers",336
9780241979075,Exit West,['Mohsin Hamid'],ePUB,15.99,15.99,241979072,02-03-2017,Penguin Books Ltd,240
9780748123056,Let's Explore Diabetes With Owls,['David Sedaris'],ePUB,12.99,12.99,748123059,23-04-2013,"Little, Brown Book Group",288
9781407035321,Night Watch,['Terry Pratchett'],ePUB,15.99,15.99,1407035320,01-12-2009,Transworld,480
9780748122660,Safe Haven,['Nicholas Sparks'],ePUB,11.99,11.99,748122664,02-09-2010,"Little, Brown Book Group",320
9780307778086,The Autobiography of Saint Therese,['John Beevers'],ePUB,22.01,17.99,307778088,26-01-2011,Random House Publishing Group,
9780141396217,The Bhagavad Gita,['Laurie L. Patton'],ePUB,14.99,14.99,141396210,01-05-2014,Penguin Books Ltd,288
9780698151529,My Mother's Secret,['J.L. Witterick'],ePUB,23.99,19.99,698151526,05-09-2013,Penguin Publishing Group,208
9780141929682,The Language Instinct,['Steven Pinker'],ePUB,16.99,16.99,141929685,27-02-2003,Penguin Books Ltd,496
9781101904190,The Spy and the Traitor,['Ben Macintyre'],Hardcover,43.75,43.75,1101904194,18-09-2018,Crown Publishing Group (NY),368
9781405525855,Ancillary Sword,['Ann Leckie'],ePUB,11.99,11.99,1405525851,07-10-2014,"Little, Brown Book Group",384
9780759509771,Harriet Tubman,['Catherine Clinton'],ePUB,21.99,21.99,759509778,02-02-2004,"Little, Brown and Company",300
9780241258750,The Art of Statistics,['David Spiegelhalter'],ePUB,15.99,15.99,241258758,28-03-2019,Penguin Books Ltd,256
9780759520844,Healing Back Pain,['John E. Sarno'],ePUB,12.99,12.99,759520844,15-03-2001,Grand Central Publishing,300
9780755355976,A Walk In The Park,['Jill Mansell'],ePUB,12.99,12.99,755355970,16-02-2012,Headline,362
9780768448887,Redeeming Your Bloodline,['Hrvoje Sirovina'],Paperback,32.63,32.63,768448883,01-05-2019,SOUND WISDOM,224
9781407039657,The Lollipop Shoes (Chocolat 2),['Joanne Harris'],ePUB,15.99,15.99,1407039652,06-07-2010,Transworld,592
9781405919227,Liar Liar,['M. J. Arlidge'],ePUB,15.99,15.99,1405919221,10-09-2015,Penguin Books Ltd,314
9780755118519,The Sleep Of Reason,['C.P. Snow'],PDF,14.9,14.9,755118510,16-01-2010,,452
9780141908328,A Clockwork Orange,"['Anthony Burgess', 'Blake Morrison']",ePUB,15.99,15.99,141908327,04-08-2011,Penguin Books Ltd,176
9780241979457,10 Minutes 38 Seconds in this Strange World,['Elif Shafak'],ePUB,15.99,15.99,241979455,06-06-2019,Penguin Books Ltd,368
9781250198600,Midnight at the Blackbird Cafe,['Heather Webber'],ePUB,19.5,15.99,1250198607,16-07-2019,Tor Publishing Group,
9780753553176,The 2020 Commission Report on the North Korean Nuclear Attacks Against The United States,['Dr Jeffrey Lewis'],ePUB,15.99,15.99,753553171,07-08-2018,Ebury Publishing,304
9780715335543,Quick & Clever Watercolor Pencils,['Charles Evans'],PDF,30.9,30.9,715335545,15-04-2006,DAVID & CHARLES               ,128
9780141985947,The Scottish Clearances,['T. M. Devine'],ePUB,15.99,15.99,141985941,04-10-2018,Penguin Books Ltd,400
9781401919276,Ask and It Is Given,"['Esther Hicks', 'Jerry Hicks', 'Dr. Wayne W. Dyer']",ePUB,18.34,14.99,1401919278,01-10-2004,Hay House,314
9780141991757,No One Is Too Small to Make a Difference,['Greta Thunberg'],ePUB,14.99,14.99,141991755,30-05-2019,Penguin Books Ltd,80
9780141910338,Gypsy,['Lesley Pearse'],ePUB,15.99,15.99,014191033X,14-07-2008,Penguin Books Ltd,544
9780393712384,The Polyvagal Theory in Therapy,['Deb Dana'],ePUB,51.34,41.99,393712389,12-06-2018,W. W. Norton & Company,
9780761148425,How to Make People Like You in 90 Seconds or Less,['Nicholas Boothman'],ePUB,19.99,19.99,761148426,02-07-2008,Workman Publishing Company,203
9781310198373,Quran In English. Modern English Translation. Clear and Easy to Understand.,['Talal Itani'],ePUB,0,0,1310198373,17-05-2015,Talal Itani,
9780356511511,The Gutter Prayer,['Gareth Hanrahan'],ePUB,12.99,12.99,356511510,15-01-2019,"Little, Brown Book Group",544
9780761165590,Real Happiness,['Sharon Salzberg'],ePUB,16.5,14.95,761165592,29-12-2010,Workman Publishing Company,250
9780307426758,Astrology for the Soul,['Jan Spiller'],ePUB,25.7,20.99,307426750,04-11-2009,Random House Publishing Group,
9780141904160,The Closed Circle,['Jonathan Coe'],ePUB,15.99,15.99,014190416X,19-05-2008,Penguin Books Ltd,448
9781407135281,The Hunger Games,['Suzanne Collins'],ePUB,14.02,11.99,1407135287,01-03-2012,Scholastic,
9780141964591,Where Good Ideas Come From,['Steven Johnson'],ePUB,15.99,15.99,141964596,07-10-2010,Penguin Books Ltd,336
9780997720105,Claiming the Dragon King,['Amelia Hutchins'],ePUB,6.99,6.99,997720107,10-07-2018,Amelia Hutchins,
9780241192061,failed to fetch page,,,,,,,,
9780670923090,The Boy with the Topknot,['Sathnam Sanghera'],ePUB,15.99,15.99,670923095,29-11-2012,Penguin Books Ltd,336
9780857081025,The Art of War,"['Sun Tzu', 'Tom Butler-Bowdon']",ePUB,16.99,16.99,857081020,16-05-2016,Wiley,220
9780753549063,Lean In,['Sheryl Sandberg'],ePUB,18.99,18.99,753549069,12-03-2013,Ebury Publishing,240
9780141965550,The Lost Hero (Heroes of Olympus Book 1),['Rick Riordan'],ePUB,9.99,9.99,014196555X,12-10-2010,Penguin Random House Children's UK,576
9780141909653,The Other Side of the Story,['Marian Keyes'],ePUB,15.99,15.99,014190965X,10-03-2005,Penguin Books Ltd,656
9780755351473,Another Woman,['Penny Vincenzi'],ePUB,12.99,12.99,755351479,04-09-2008,Headline,640
9780141959856,Titmuss Regained,['John Mortimer'],ePUB,15.99,15.99,141959851,04-11-2010,Penguin Books Ltd,272
9781306291859,Thor & Loki,['Jeff Limke'],E-Book,0,0,1306291852,01-01-2006,Graphic Universe,52
9780141905570,Thin,['Grace Bowman'],ePUB,18.99,18.99,141905573,25-01-2007,Penguin Books Ltd,304
9780755384761,Shadow of Night,['Deborah Harkness'],ePUB,13.99,13.99,755384768,10-07-2012,Headline,605
9780748117468,Lover Mine,['J. R. Ward'],ePUB,11.99,11.99,748117466,06-05-2010,"Little, Brown Book Group",544
9780804179041,Uprooted,['Naomi Novik'],E-Book,0,0,804179042,01-01-2015,Random House Publishing Group,
9781407011349,Going Dutch,['Katie Fforde'],ePUB,15.99,15.99,1407011340,07-12-2010,Random House,432
9780307414250,failed to fetch page,,,,,,,,
9780730363996,Xero For Dummies,['Heather Smith'],ePUB,25.99,25.99,730363996,11-03-2019,Wiley,472
9780755387052,1st to Die,['James Patterson'],ePUB,12.99,12.99,755387058,23-06-2011,Headline,375
9781407068060,Night Frost,['R D Wingfield'],ePUB,15.99,15.99,1407068067,27-04-2010,Transworld,432
9780241986233,Notes to Self,['Emilie Pine'],ePUB,15.99,15.99,241986230,31-01-2019,Penguin Books Ltd,192
9780547607955,The French Slow Cooker,"['Michele Scicolone', 'Alan Richardson']",ePUB,39.59,31.99,547607954,16-04-2024,HarperCollins,240
9780241361863,Dear Evan Hansen,"['Val Emmich', 'Justin Paul', 'Steven Levenson', 'Benj Pasek']",ePUB,12.99,12.99,241361869,09-10-2018,Penguin Random House Children's UK,368
9780141900940,Hope,['Lesley Pearse'],ePUB,15.99,15.99,141900946,11-01-2007,Penguin Books Ltd,688
9780330469289,A Dedicated Man,['Peter Robinson'],ePUB,12.35,8.95,330469282,04-09-2008,,0
9780241352533,A Short History of Europe,['Simon Jenkins'],ePUB,15.99,15.99,241352533,08-11-2018,Penguin Books Ltd,400
9780141941295,Arnhem,['Antony Beevor'],ePUB,14.99,14.99,141941294,17-05-2018,Penguin Books Ltd,496
9781108337519,There Is No Planet B,['Mike Berners-Lee'],PDF,18.95,18.95,1108337511,28-02-2019,Cambridge University Press,0
9780241974933,Paradise Lodge,['Nina Stibbe'],ePUB,15.99,15.99,241974933,02-06-2016,Penguin Books Ltd,320
9780717155651,Strumpet City,['James Plunkett'],ePUB,8.99,8.99,071715565X,22-02-2013,Gill Books,560
9781281371973,Introducing Postmodernism,"['Richard Appignanesi', 'Chris Garratt']",E-Book,0,0,1281371971,01-01-2004,Icon Books Limited,191
9780297857440,failed to fetch page,,,,,,,,
9780316448284,"I've Been Killing Slimes for 300 Years and Maxed Out My Level, Vol. 1","['Kisetsu Morita', 'Benio']",ePUB,17.6,16.99,316448281,24-04-2018,Yen Press,
9780241963913,Mr Loverman,['Bernardine Evaristo'],ePUB,15.99,15.99,241963915,29-08-2013,Penguin Books Ltd,288
9780307422316,failed to fetch page,,,,,,,,
9780307514929,The Bridge at Remagen,['Ken Hechler'],ePUB,10.27,9.99,307514927,25-03-2009,Random House Publishing Group,
9780241322499,A Perfect Spy,['John le Carré'],ePUB,15.99,15.99,241322499,27-09-2018,Penguin Books Ltd,688
9781405525961,Blood Song,['Anthony Ryan'],ePUB,12.99,12.99,1405525967,11-04-2013,"Little, Brown Book Group",592
9780755350858,The Eagle and the Wolves (Eagles of the Empire 4),['Simon Scarrow'],ePUB,12.99,12.99,755350855,04-09-2008,Headline,448
9780748110001,Excession,['Iain M. Banks'],ePUB,12.99,12.99,748110003,04-09-2008,"Little, Brown Book Group",464
9780718197292,Brothers York,['Thomas Penn'],ePUB,19.99,19.99,718197291,03-10-2019,Penguin Books Ltd,640
9780141962900,The Secret Diary of Adrian Mole Aged 13 ¾,['Sue Townsend'],ePUB,9.99,9.99,141962909,05-11-2009,Penguin Random House Children's UK,272
9781101155646,The Girl On Legare Street,['Karen White'],ePUB,10.27,9.99,1101155647,03-11-2009,Penguin Publishing Group,
9780857191410,How I Made $2 Million in the Stock Market,['Nicolas Darvas'],ePUB,21.99,20.99,857191411,27-03-2020,Harriman House,198
9780748133833,The Summer Queen,['Elizabeth Chadwick'],ePUB,12.99,12.99,748133836,20-06-2013,"Little, Brown Book Group",496
9780307351487,failed to fetch page,,,,,,,,
9781370046782,Hellion,['Karen Lynch'],ePUB,6.87,6.87,1370046782,08-01-2019,Karen Lynch,
9780755384839,You Can't Hide (The Chicago Series Book 4),['Karen Rose'],Paperback,22.75,22.75,755384830,02-07-2015,Headline Publishing Group,448
9780307388629,failed to fetch page,,,,,,,,
9780307483690,failed to fetch page,,,,,,,,
9780330527989,The Winner,['David Baldacci'],ePUB,11.5,8.5,330527983,16-05-2011,,592
9780307887290,Our Man in Charleston,['Christopher Dickey'],ePUB,25.7,20.99,307887294,21-07-2015,Crown,
9780748109500,Postmortem,['Patricia Cornwell'],ePUB,12.99,12.99,748109501,04-09-2008,"Little, Brown Book Group",416
9780989768412,Hardwired,['Meredith Wild'],Paperback,22.17,21.75,989768414,24-01-2015,WATERHOUSE PR                 ,288
9780241376935,One Of Us Is Next,['Karen M. McManus'],ePUB,9.99,9.99,241376939,09-01-2020,Penguin Random House Children's UK,308
9780748113347,The Blind Assassin,['Margaret Atwood'],ePUB,11.99,11.99,748113347,03-09-2009,"Little, Brown Book Group",656
9780804151429,Alaska,"['James A. Michener', 'Steve Berry']",ePUB,27.42,21.99,804151423,17-12-2013,Random House Publishing Group,
9780755351879,Solo,['Jill Mansell'],ePUB,11.99,11.99,755351878,10-02-2008,Headline,300
9780755373277,The Hand That First Held Mine,"[""Maggie O'Farrell""]",ePUB,11.99,11.99,755373278,29-04-2010,Headline,352
9780748109586,The Body Farm,['Patricia Cornwell'],ePUB,11.99,11.99,748109587,04-09-2008,"Little, Brown Book Group",400
9780748121960,Welcome To Rosie Hopkins' Sweetshop Of Dreams,['Jenny Colgan'],ePUB,12.99,12.99,074812196X,29-03-2012,"Little, Brown Book Group",400
9781407059044,The Firm,['John Grisham'],ePUB,15.99,15.99,1407059041,21-04-2010,Random House,496
9780755350803,The Eagle In The Sand (Eagles of the Empire 7),['Simon Scarrow'],ePUB,12.99,12.99,755350804,04-09-2008,Headline,448
9780748114337,Raise the Titanic,['Clive Cussler'],ePUB,11.99,11.99,748114335,17-09-2009,"Little, Brown Book Group",320
9781401920524,"Change Your Thoughts, Change Your Life",['Dr. Wayne W. Dyer'],ePUB,19.06,15.99,1401920527,31-07-2007,Hay House,395
9780141909820,Last Chance Saloon,['Marian Keyes'],ePUB,15.99,15.99,014190982X,07-07-2005,Penguin Books Ltd,608
9780356503837,The Great Hunt,['Robert Jordan'],Paperback,22.99,20.4,356517012,14-09-2021,Little Brown,720
9781393487326,In Peace Lies Havoc (Midnight Mayhem: Book I),['Amo Jones'],ePUB,6.99,6.99,1393487327,05-11-2019,?Amo Jones,
9781405528252,The First Fifteen Lives of Harry August,['Claire North'],ePUB,11.99,11.99,1405528257,08-04-2014,"Little, Brown Book Group",416
9781405515665,The Sword Of Shannara,['Terry Brooks'],ePUB,12.99,12.99,140551566X,23-02-2012,"Little, Brown Book Group",672
9781101985007,The Dollhouse,['Fiona Davis'],ePUB,23.99,19.99,1101985003,23-08-2016,Penguin Publishing Group,
9781119278979,The Leadership Challenge,"['James M. Kouzes', 'Barry Z. Posner']",ePUB,41.79,41.79,111927897X,30-03-2017,Wiley Professional Development (P&T),0
9780748117383,A Pound Of Flesh,['Alex Gray'],ePUB,12.99,12.99,748117385,01-03-2012,"Little, Brown Book Group",352
9780755322824,Stardust,['Neil Gaiman'],Paperback,22.99,19.25,755322827,01-05-1999,Headline,214
9780141972091,The Boundless Sea,['David Abulafia'],ePUB,19.99,19.99,141972092,03-10-2019,Penguin Books Ltd,512
9780141190761,The Lady in the Lake and Other Novels,['Raymond Chandler'],ePUB,16.99,16.99,141190760,07-06-2001,Penguin Books Ltd,608
9780141970257,Blue Monday,['Nicci French'],ePUB,15.99,15.99,141970251,23-06-2011,Penguin Books Ltd,432
9780857899644,Masters of Rome,['Robert Fabbri'],ePUB,9.49,8.99,857899643,07-08-2014,Corvus,300
9780748122769,Apache Dawn,['Damien Lewis'],ePUB,12.99,12.99,748122761,02-09-2010,"Little, Brown Book Group",384
9781370005321,Body Swap,['Katrina Kahler'],ePUB,0,0,1370005326,28-03-2017,Katrina Kahler,
9780316247184,Our Band Could Be Your Life,['Michael Azerrad'],ePUB,25.99,25.99,316247189,01-12-2012,"Little, Brown and Company",528
9780141960241,failed to fetch page,,,,,,,,
9780141925325,Any Human Heart,['William Boyd'],ePUB,15.99,15.99,141925329,06-03-2003,Penguin Books Ltd,512
9780141956961,Crime and Punishment,"['Fyodor Dostoevsky', 'Oliver Ready']",ePUB,10.99,10.99,141956968,27-02-2014,Penguin Books Ltd,720
9780062368683,failed to fetch page,,,,,,,,
9780061911491,Hunger,['Michael Grant'],ePUB,13.99,13.99,61911496,26-05-2009,HarperCollins,608
9781370085170,The Fire Islands,['Gilbert M. Stack'],ePUB,1.52,1.52,1370085176,01-12-2017,Gilbert M. Stack,
9780061802638,failed to fetch page,,,,,,,,
9780241988794,The Catcher in the Rye,['J. D. Salinger'],ePUB,15.99,15.99,241988799,13-08-2019,Penguin Books Ltd,240
